DEVICE 1 at 28:FF:F1:57:C2:16:4:46
DEVICE 2 at 28:FF:B3:3D:C2:16:4:A7
1,2017-12-11,10:42:50,22.2,23.5
2,2017-12-11,10:43:01,22.2,23.5
3,2017-12-11,10:43:11,22.2,23.5
4,2017-12-11,10:43:21,22.2,23.5
5,2017-12-11,10:43:31,22.2,23.5
6,2017-12-11,10:43:41,22.2,23.5
7,2017-12-11,10:43:51,22.2,23.5
8,2017-12-11,10:44:02,22.2,23.5
9,2017-12-11,10:44:12,22.2,23.5
10,2017-12-11,10:44:22,22.2,23.5
11,2017-12-11,10:44:32,22.2,23.5
12,2017-12-11,10:44:42,22.2,23.5
13,2017-12-11,10:44:53,22.2,23.5
14,2017-12-11,10:45:03,22.2,23.5
15,2017-12-11,10:45:13,22.2,23.5
16,2017-12-11,10:45:23,22.2,23.5
17,2017-12-11,10:45:33,22.2,23.5
18,2017-12-11,10:45:44,22.2,23.5
19,2017-12-11,10:45:54,22.2,23.5
20,2017-12-11,10:46:04,22.2,23.5
21,2017-12-11,10:46:14,22.2,23.5
22,2017-12-11,10:46:24,22.2,23.5
23,2017-12-11,10:46:35,22.2,23.5
24,2017-12-11,10:46:45,22.2,23.5
25,2017-12-11,10:46:55,22.2,23.5
26,2017-12-11,10:47:05,22.5,23.5
27,2017-12-11,10:47:15,22.2,23.5
28,2017-12-11,10:47:26,22.5,23.5
29,2017-12-11,10:47:36,22.5,23.5
30,2017-12-11,10:47:46,22.2,23.5
31,2017-12-11,10:47:56,22.2,23.5
32,2017-12-11,10:48:06,22.5,23.5
33,2017-12-11,10:48:17,22.5,23.5
34,2017-12-11,10:48:27,22.2,23.5
35,2017-12-11,10:48:37,22.5,23.5
36,2017-12-11,10:48:47,22.5,23.5
37,2017-12-11,10:48:57,22.5,23.5
38,2017-12-11,10:49:08,22.5,23.5
39,2017-12-11,10:49:18,22.5,23.5
40,2017-12-11,10:49:28,22.5,23.5
41,2017-12-11,10:49:38,22.5,23.5
42,2017-12-11,10:49:48,22.5,23.2
43,2017-12-11,10:49:59,22.5,23.5
44,2017-12-11,10:50:09,22.5,23.2
45,2017-12-11,10:50:19,22.5,23.2
46,2017-12-11,10:50:29,22.5,23.5
47,2017-12-11,10:50:39,22.5,23.5
48,2017-12-11,10:50:50,22.5,23.5
49,2017-12-11,10:51:00,22.5,23.5
50,2017-12-11,10:51:10,22.5,23.2
51,2017-12-11,10:51:20,22.5,23.2
52,2017-12-11,10:51:30,22.5,23.2
53,2017-12-11,10:51:41,22.5,23.5
54,2017-12-11,10:51:51,22.5,23.5
55,2017-12-11,10:52:01,22.5,23.5
56,2017-12-11,10:52:11,22.5,23.5
57,2017-12-11,10:52:21,22.5,23.5
58,2017-12-11,10:52:32,22.5,23.5
59,2017-12-11,10:52:42,22.5,23.5
60,2017-12-11,10:52:52,22.5,23.5
61,2017-12-11,10:53:02,22.5,23.5
62,2017-12-11,10:53:12,22.5,23.5
63,2017-12-11,10:53:23,22.5,23.5
64,2017-12-11,10:53:33,22.5,23.5
65,2017-12-11,10:53:43,22.5,23.5
66,2017-12-11,10:53:53,22.5,23.5
67,2017-12-11,10:54:03,22.5,23.5
68,2017-12-11,10:54:14,22.5,23.5
69,2017-12-11,10:54:24,22.5,23.5
70,2017-12-11,10:54:34,22.5,23.5
71,2017-12-11,10:54:44,22.5,23.5
72,2017-12-11,10:54:54,22.5,23.5
73,2017-12-11,10:55:05,22.5,23.5
74,2017-12-11,10:55:15,22.5,23.5
75,2017-12-11,10:55:25,22.5,23.5
76,2017-12-11,10:55:35,22.5,23.5
77,2017-12-11,10:55:45,22.5,23.5
78,2017-12-11,10:55:56,22.5,23.5
79,2017-12-11,10:56:06,22.5,23.5
80,2017-12-11,10:56:16,22.5,23.5
81,2017-12-11,10:56:26,22.5,23.5
82,2017-12-11,10:56:36,22.5,23.5
83,2017-12-11,10:56:47,22.5,23.5
84,2017-12-11,10:56:57,22.5,23.5
85,2017-12-11,10:57:07,22.5,23.5
86,2017-12-11,10:57:17,22.5,23.5
87,2017-12-11,10:57:27,22.5,23.5
88,2017-12-11,10:57:38,22.5,23.5
89,2017-12-11,10:57:48,22.5,23.5
90,2017-12-11,10:57:58,22.5,23.5
91,2017-12-11,10:58:08,22.5,23.5
92,2017-12-11,10:58:18,22.5,23.5
93,2017-12-11,10:58:29,22.5,23.5
94,2017-12-11,10:58:39,22.5,23.5
95,2017-12-11,10:58:49,22.5,23.5
96,2017-12-11,10:58:59,22.5,23.5
97,2017-12-11,10:59:09,22.5,23.5
98,2017-12-11,10:59:20,22.5,23.5
99,2017-12-11,10:59:30,22.5,23.5
100,2017-12-11,10:59:40,22.7,23.5
101,2017-12-11,10:59:50,22.7,23.5
102,2017-12-11,11:00:00,22.7,23.5
103,2017-12-11,11:00:11,22.7,23.5
104,2017-12-11,11:00:21,22.7,23.5
105,2017-12-11,11:00:31,22.7,23.5
106,2017-12-11,11:00:41,22.7,23.5
107,2017-12-11,11:00:51,22.7,23.5
108,2017-12-11,11:01:02,22.7,23.5
109,2017-12-11,11:01:12,22.7,23.5
110,2017-12-11,11:01:22,22.7,23.5
111,2017-12-11,11:01:32,22.7,23.5
112,2017-12-11,11:01:42,22.7,23.5
113,2017-12-11,11:01:53,22.7,23.5
114,2017-12-11,11:02:03,22.7,23.5
115,2017-12-11,11:02:13,22.7,23.5
116,2017-12-11,11:02:23,22.7,23.5
117,2017-12-11,11:02:33,22.7,23.5
118,2017-12-11,11:02:44,22.7,23.5
119,2017-12-11,11:02:54,22.7,23.5
120,2017-12-11,11:03:04,22.7,23.5
121,2017-12-11,11:03:14,22.7,23.5
122,2017-12-11,11:03:24,22.7,23.5
123,2017-12-11,11:03:35,22.7,23.5
124,2017-12-11,11:03:45,22.7,23.5
125,2017-12-11,11:03:55,22.7,23.5
126,2017-12-11,11:04:05,22.7,23.5
127,2017-12-11,11:04:15,22.7,23.5
128,2017-12-11,11:04:26,22.7,23.5
129,2017-12-11,11:04:36,22.7,23.5
130,2017-12-11,11:04:46,22.7,23.5
131,2017-12-11,11:04:56,22.7,23.5
132,2017-12-11,11:05:06,22.7,23.5
133,2017-12-11,11:05:17,22.7,23.5
134,2017-12-11,11:05:27,22.7,23.5
135,2017-12-11,11:05:37,22.7,23.5
136,2017-12-11,11:05:47,22.7,23.5
137,2017-12-11,11:05:57,22.7,23.5
138,2017-12-11,11:06:08,22.7,23.5
139,2017-12-11,11:06:18,22.7,23.5
140,2017-12-11,11:06:28,22.7,23.5
141,2017-12-11,11:06:38,22.7,23.5
142,2017-12-11,11:06:48,22.7,23.5
143,2017-12-11,11:06:59,22.7,23.5
144,2017-12-11,11:07:09,22.7,23.5
145,2017-12-11,11:07:19,22.7,23.5
146,2017-12-11,11:07:29,22.7,23.5
147,2017-12-11,11:07:39,22.7,23.5
148,2017-12-11,11:07:50,22.7,23.5
149,2017-12-11,11:08:00,22.7,23.5
150,2017-12-11,11:08:10,22.7,23.5
151,2017-12-11,11:08:20,22.7,23.5
152,2017-12-11,11:08:30,22.7,23.5
153,2017-12-11,11:08:41,22.7,23.5
154,2017-12-11,11:08:51,22.7,23.5
155,2017-12-11,11:09:01,22.7,23.5
156,2017-12-11,11:09:11,22.7,23.5
157,2017-12-11,11:09:21,22.7,23.5
158,2017-12-11,11:09:32,22.7,23.5
159,2017-12-11,11:09:42,22.7,23.5
160,2017-12-11,11:09:52,22.7,23.5
161,2017-12-11,11:10:02,22.7,23.5
162,2017-12-11,11:10:12,22.7,23.5
163,2017-12-11,11:10:23,22.7,23.5
164,2017-12-11,11:10:33,22.7,23.5
165,2017-12-11,11:10:43,22.7,23.5
166,2017-12-11,11:10:53,22.7,23.5
167,2017-12-11,11:11:03,23.0,23.5
168,2017-12-11,11:11:14,23.0,23.5
169,2017-12-11,11:11:24,22.7,23.5
170,2017-12-11,11:11:34,23.0,23.5
171,2017-12-11,11:11:44,23.0,23.5
172,2017-12-11,11:11:54,23.0,23.5
173,2017-12-11,11:12:05,23.0,23.5
174,2017-12-11,11:12:15,23.0,23.5
175,2017-12-11,11:12:25,23.0,23.5
176,2017-12-11,11:12:35,23.0,23.5
177,2017-12-11,11:12:45,23.0,23.5
178,2017-12-11,11:12:56,23.0,23.5
179,2017-12-11,11:13:06,23.0,23.5
180,2017-12-11,11:13:16,23.0,23.5
181,2017-12-11,11:13:26,23.0,23.5
182,2017-12-11,11:13:36,23.0,23.5
183,2017-12-11,11:13:47,23.0,23.5
184,2017-12-11,11:13:57,23.0,23.5
185,2017-12-11,11:14:07,23.0,23.5
186,2017-12-11,11:14:17,23.0,23.5
187,2017-12-11,11:14:27,23.0,23.5
188,2017-12-11,11:14:38,23.0,23.5
189,2017-12-11,11:14:48,23.0,23.5
190,2017-12-11,11:14:58,23.0,23.5
191,2017-12-11,11:15:08,23.0,23.5
192,2017-12-11,11:15:18,23.0,23.5
193,2017-12-11,11:15:29,23.0,23.5
194,2017-12-11,11:15:39,23.0,23.5
195,2017-12-11,11:15:49,23.0,23.5
196,2017-12-11,11:15:59,23.0,23.5
197,2017-12-11,11:16:09,23.0,23.5
198,2017-12-11,11:16:20,23.0,23.5
199,2017-12-11,11:16:30,23.0,23.5
200,2017-12-11,11:16:40,23.0,23.5
201,2017-12-11,11:16:50,23.0,23.5
202,2017-12-11,11:17:00,23.0,23.5
203,2017-12-11,11:17:11,23.0,23.5
204,2017-12-11,11:17:21,23.0,23.5
205,2017-12-11,11:17:31,23.0,23.5
206,2017-12-11,11:17:41,23.0,23.5
207,2017-12-11,11:17:51,23.0,23.5
208,2017-12-11,11:18:02,23.0,23.7
209,2017-12-11,11:18:12,23.0,23.5
210,2017-12-11,11:18:22,23.0,23.7
211,2017-12-11,11:18:32,23.0,23.5
212,2017-12-11,11:18:42,23.0,23.7
213,2017-12-11,11:18:53,23.0,23.7
214,2017-12-11,11:19:03,23.0,23.7
215,2017-12-11,11:19:13,23.0,23.5
216,2017-12-11,11:19:23,23.0,23.7
217,2017-12-11,11:19:33,23.0,23.5
218,2017-12-11,11:19:44,23.0,23.5
219,2017-12-11,11:19:54,23.0,23.7
220,2017-12-11,11:20:04,23.0,23.5
221,2017-12-11,11:20:14,23.0,23.7
222,2017-12-11,11:20:24,23.0,23.7
223,2017-12-11,11:20:35,23.0,23.7
224,2017-12-11,11:20:45,23.0,23.7
225,2017-12-11,11:20:55,23.0,23.7
226,2017-12-11,11:21:05,23.0,23.5
227,2017-12-11,11:21:15,23.0,23.5
228,2017-12-11,11:21:26,23.0,23.7
229,2017-12-11,11:21:36,23.0,23.7
230,2017-12-11,11:21:46,23.0,23.7
231,2017-12-11,11:21:56,23.0,23.7
232,2017-12-11,11:22:06,23.0,23.7
233,2017-12-11,11:22:17,23.0,23.7
234,2017-12-11,11:22:27,23.2,23.7
235,2017-12-11,11:22:37,23.0,23.7
236,2017-12-11,11:22:47,23.2,23.7
237,2017-12-11,11:22:57,23.2,23.7
238,2017-12-11,11:23:07,23.2,23.7
239,2017-12-11,11:23:18,23.2,23.7
240,2017-12-11,11:23:28,23.2,23.7
241,2017-12-11,11:23:38,23.0,23.7
242,2017-12-11,11:23:48,23.0,23.7
243,2017-12-11,11:23:58,23.2,23.7
244,2017-12-11,11:24:09,23.2,23.7
245,2017-12-11,11:24:19,23.2,23.7
246,2017-12-11,11:24:29,23.2,23.7
247,2017-12-11,11:24:39,23.2,23.7
248,2017-12-11,11:24:49,23.2,23.7
249,2017-12-11,11:25:00,23.2,23.7
250,2017-12-11,11:25:10,23.2,23.7
251,2017-12-11,11:25:20,23.2,23.7
252,2017-12-11,11:25:30,23.2,23.7
253,2017-12-11,11:25:40,23.2,23.7
254,2017-12-11,11:25:51,23.2,23.7
255,2017-12-11,11:26:01,23.2,23.7
256,2017-12-11,11:26:11,23.2,23.7
257,2017-12-11,11:26:21,23.2,23.7
258,2017-12-11,11:26:31,23.2,23.7
259,2017-12-11,11:26:42,23.2,23.7
260,2017-12-11,11:26:52,23.2,23.7
261,2017-12-11,11:27:02,23.2,23.7
262,2017-12-11,11:27:12,23.2,23.7
263,2017-12-11,11:27:22,23.2,23.7
264,2017-12-11,11:27:33,23.2,23.7
265,2017-12-11,11:27:43,23.2,23.7
266,2017-12-11,11:27:53,23.2,23.7
267,2017-12-11,11:28:03,23.2,23.7
268,2017-12-11,11:28:13,23.2,23.7
269,2017-12-11,11:28:24,23.2,23.7
270,2017-12-11,11:28:34,23.2,23.7
271,2017-12-11,11:28:44,23.2,23.7
272,2017-12-11,11:28:54,23.2,23.7
273,2017-12-11,11:29:04,23.2,23.7
274,2017-12-11,11:29:15,23.2,23.7
275,2017-12-11,11:29:25,23.2,23.7
276,2017-12-11,11:29:35,23.2,23.7
277,2017-12-11,11:29:45,23.2,23.7
278,2017-12-11,11:29:55,23.2,23.7
279,2017-12-11,11:30:06,23.2,23.7
280,2017-12-11,11:30:16,23.2,23.7
281,2017-12-11,11:30:26,23.2,23.7
282,2017-12-11,11:30:36,23.2,23.7
283,2017-12-11,11:30:46,23.2,23.7
284,2017-12-11,11:30:57,23.2,23.7
285,2017-12-11,11:31:07,23.2,23.7
286,2017-12-11,11:31:17,23.2,23.7
287,2017-12-11,11:31:27,23.2,23.7
288,2017-12-11,11:31:37,23.2,23.7
289,2017-12-11,11:31:48,23.2,23.7
290,2017-12-11,11:31:58,23.2,23.7
291,2017-12-11,11:32:08,23.2,23.7
292,2017-12-11,11:32:18,23.2,23.7
293,2017-12-11,11:32:28,23.2,23.7
294,2017-12-11,11:32:39,23.2,23.7
295,2017-12-11,11:32:49,23.2,23.7
296,2017-12-11,11:32:59,23.2,23.7
297,2017-12-11,11:33:09,23.2,23.7
298,2017-12-11,11:33:19,23.2,23.7
299,2017-12-11,11:33:30,23.2,23.7
300,2017-12-11,11:33:40,23.2,23.7
301,2017-12-11,11:33:50,23.2,23.7
302,2017-12-11,11:34:00,23.2,23.7
303,2017-12-11,11:34:10,23.2,23.7
304,2017-12-11,11:34:21,23.2,23.7
305,2017-12-11,11:34:31,23.2,23.7
306,2017-12-11,11:34:41,23.2,23.7
307,2017-12-11,11:34:51,23.2,23.7
308,2017-12-11,11:35:01,23.2,23.7
309,2017-12-11,11:35:12,23.2,23.7
310,2017-12-11,11:35:22,23.2,23.7
311,2017-12-11,11:35:32,23.2,23.7
312,2017-12-11,11:35:42,23.2,23.7
313,2017-12-11,11:35:52,23.2,23.7
314,2017-12-11,11:36:03,23.2,24.0
315,2017-12-11,11:36:13,23.2,23.7
316,2017-12-11,11:36:23,23.5,23.7
317,2017-12-11,11:36:33,23.5,24.0
318,2017-12-11,11:36:43,23.5,24.0
319,2017-12-11,11:36:54,23.5,23.7
320,2017-12-11,11:37:04,23.5,23.7
321,2017-12-11,11:37:14,23.5,24.0
322,2017-12-11,11:37:24,23.5,23.7
323,2017-12-11,11:37:34,23.5,24.0
324,2017-12-11,11:37:45,23.5,24.0
325,2017-12-11,11:37:55,23.5,24.0
326,2017-12-11,11:38:05,23.5,24.0
327,2017-12-11,11:38:15,23.5,24.0
328,2017-12-11,11:38:25,23.5,24.0
329,2017-12-11,11:38:36,23.5,24.0
330,2017-12-11,11:38:46,23.5,24.0
331,2017-12-11,11:38:56,23.5,24.0
332,2017-12-11,11:39:06,23.5,24.0
333,2017-12-11,11:39:16,23.5,24.0
334,2017-12-11,11:39:27,23.5,24.0
335,2017-12-11,11:39:37,23.5,24.0
336,2017-12-11,11:39:47,23.5,24.0
337,2017-12-11,11:39:57,23.5,24.0
338,2017-12-11,11:40:07,23.5,24.0
339,2017-12-11,11:40:18,23.5,24.0
